Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,SMA_Short,SMA_Long,RSI,AvgVolume,Signal
2025-04-21 00:00:00+05:30,853.2999877929688,889.9000244140625,852.0,878.1500244140625,5538404,0.0,0.0,PAYTM,,,,,0
2025-04-22 00:00:00+05:30,882.0499877929688,902.4000244140625,878.5999755859375,881.9000244140625,4115316,0.0,0.0,PAYTM,,,,,0
2025-04-23 00:00:00+05:30,882.5,888.5,867.8499755859375,884.0999755859375,3869334,0.0,0.0,PAYTM,,,,,0
2025-04-24 00:00:00+05:30,884.0999755859375,911.0,880.3499755859375,905.75,4992124,0.0,0.0,PAYTM,,,,,0
2025-04-25 00:00:00+05:30,906.5,912.75,867.6500244140625,875.6500244140625,4434636,0.0,0.0,PAYTM,,,,,0
2025-04-28 00:00:00+05:30,877.0499877929688,893.0,877.0,881.75,2976889,0.0,0.0,PAYTM,,,,,0
2025-04-29 00:00:00+05:30,880.0,888.5499877929688,860.5999755859375,870.7000122070312,3725479,0.0,0.0,PAYTM,,,,,0
2025-04-30 00:00:00+05:30,872.0,886.9500122070312,859.2999877929688,864.75,3257846,0.0,0.0,PAYTM,,,,,0
2025-05-02 00:00:00+05:30,866.0,879.0,828.4000244140625,831.3499755859375,5762856,0.0,0.0,PAYTM,,,,,0
2025-05-05 00:00:00+05:30,839.0,870.5,837.2000122070312,866.0,3414543,0.0,0.0,PAYTM,874.0100036621094,,,,0
2025-05-06 00:00:00+05:30,869.0,869.5999755859375,810.0999755859375,814.8499755859375,5717346,0.0,0.0,PAYTM,867.6799987792969,,,,0
2025-05-07 00:00:00+05:30,808.0,892.4000244140625,808.0,873.5,16913521,0.0,0.0,PAYTM,866.8399963378906,,,,0
2025-05-08 00:00:00+05:30,874.4000244140625,887.25,822.0,835.1500244140625,6477931,0.0,0.0,PAYTM,861.9450012207031,,,,0
2025-05-09 00:00:00+05:30,825.0,841.2000122070312,824.0,832.6500244140625,3899313,0.0,0.0,PAYTM,854.6350036621094,,42.404006677796325,,0
2025-05-12 00:00:00+05:30,866.0,869.6500244140625,836.0999755859375,866.0499877929688,5038702,0.0,0.0,PAYTM,853.675,,48.182631728420844,,0
2025-05-13 00:00:00+05:30,842.0,863.9500122070312,830.5499877929688,855.8499755859375,24457490,0.0,0.0,PAYTM,851.0849975585937,,46.16177240279069,,0
