Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,SMA_Short,SMA_Long,RSI,AvgVolume,Signal
2025-04-21 00:00:00+05:30,1390.4364236612141,1451.379004423389,1390.4364236612141,1430.8675537109375,15648970,0.0,0.0,INFY,,,,,0
2025-04-22 00:00:00+05:30,1420.0201414292796,1420.0201414292796,1399.6074000468734,1403.058837890625,9399738,0.0,0.0,INFY,,,,,0
2025-04-23 00:00:00+05:30,1425.9368740316995,1467.1569507677636,1419.6256494074153,1454.4359130859375,11136642,0.0,0.0,INFY,,,,,0
2025-04-24 00:00:00+05:30,1449.505309419441,1462.324935726995,1441.22183449924,1450.9844970703125,7114292,0.0,0.0,INFY,,,,,0
2025-04-25 00:00:00+05:30,1455.0276136053067,1480.864043581714,1443.194112173071,1459.662353515625,8329979,0.0,0.0,INFY,,,,,0
2025-04-28 00:00:00+05:30,1459.6623489459623,1468.9319491141807,1444.9691810148831,1461.5360107421875,5886253,0.0,0.0,INFY,,,,,0
2025-04-29 00:00:00+05:30,1461.4374722845366,1488.8517996048886,1453.6470595242981,1476.722412109375,8056743,0.0,0.0,INFY,,,,,0
2025-04-30 00:00:00+05:30,1476.0321142425894,1487.8656155741658,1462.0290654409305,1479.2862548828125,7704183,0.0,0.0,INFY,,,,,0
2025-05-02 00:00:00+05:30,1478.8917703842976,1502.065710329334,1475.4403325201433,1485.991943359375,7402310,0.0,0.0,INFY,,,,,0
2025-05-05 00:00:00+05:30,1493.979559817003,1501.8685607929344,1481.9488814793483,1487.6683349609375,4282493,0.0,0.0,INFY,1459.0214111328125,,,,0
2025-05-06 00:00:00+05:30,1485.1043881672801,1494.571164972708,1478.3001009589232,1490.528076171875,4270530,0.0,0.0,INFY,1464.9874633789063,,,,0
2025-05-07 00:00:00+05:30,1479.1876719914237,1497.72687229769,1475.8348225262564,1487.37255859375,5691799,0.0,0.0,INFY,1473.4188354492187,,,,0
2025-05-08 00:00:00+05:30,1487.0767158676624,1495.4587795844232,1480.371016743612,1490.4295654296875,8424409,0.0,0.0,INFY,1477.0182006835937,,,,0
2025-05-09 00:00:00+05:30,1479.8779633712215,1490.429574694462,1473.3695614613061,1486.6822509765625,4478653,0.0,0.0,INFY,1480.5879760742187,,71.11943138819913,,0
2025-05-12 00:00:00+05:30,1515.6743515413355,1609.356240543565,1510.743725804376,1604.3270263671875,11372857,0.0,0.0,INFY,1495.054443359375,,84.72169958392018,,0
2025-05-13 00:00:00+05:30,1586.675293741908,1589.8308459268644,1542.8913150101926,1546.8358154296875,12846210,0.0,0.0,INFY,1503.584423828125,,75.72334422846849,,0
2025-05-14 00:00:00+05:30,1552.1609377918994,1572.8695652973822,1547.7233747550104,1570.3056640625,4870057,0.0,0.0,INFY,1512.9427490234375,,73.03018024684768,,0
2025-05-15 00:00:00+05:30,1567.7416973152629,1596.1420273386075,1549.2024976963296,1590.6197509765625,11151167,0.0,0.0,INFY,1524.0760986328125,,76.01026683959974,,0
2025-05-16 00:00:00+05:30,1590.2253238143162,1590.2253238143162,1559.5568570553514,1567.84033203125,4576751,0.0,0.0,INFY,1532.2609375,,69.14485725297307,,0
2025-05-19 00:00:00+05:30,1554.62619978804,1563.0082630282545,1534.1147498260523,1538.157958984375,8855798,0.0,0.0,INFY,1537.3098999023437,1498.1656555175782,62.34509311229055,8074991.7,0
2025-05-20 00:00:00+05:30,1548.2163771805324,1561.529065774123,1536.382876208452,1538.94677734375,7143998,0.0,0.0,INFY,1542.1517700195313,1503.5696166992188,60.51314436944481,7649743.1,0
2025-05-21 00:00:00+05:30,1546.145531646558,1549.2024953086398,1530.564707285941,1546.7371826171875,4157309,0.0,0.0,INFY,1548.088232421875,1510.7535339355468,61.19842375170441,7387621.65,0
2025-05-22 00:00:00+05:30,1533.9175651094254,1539.1440761948634,1518.6326263378432,1526.028564453125,6158990,0.0,0.0,INFY,1551.6481323242188,1514.3331665039063,56.351681516564184,7138739.05,0
2025-05-23 00:00:00+05:30,1528.4939232420525,1565.1777292492216,1528.4939232420525,1543.088623046875,5038421,0.0,0.0,INFY,1557.28876953125,1518.9383728027344,58.38306204274299,7034945.5,0
2025-05-26 00:00:00+05:30,1544.8635161135799,1561.8249396042181,1541.0176042515016,1558.5706787109375,3170102,0.0,0.0,INFY,1552.713134765625,1523.8837890625,59.91378957699053,6776951.65,0
2025-05-27 00:00:00+05:30,1557.9791380318973,1560.9375134619054,1534.805197163501,1548.3150634765625,7775714,0.0,0.0,INFY,1552.8610595703126,1528.2227416992187,58.69932129259347,6871424.7,0
2025-05-28 00:00:00+05:30,1559.0637576996792,1565.6707476113982,1548.216381776405,1549.991455078125,3623370,0.0,0.0,INFY,1550.829638671875,1531.8861938476562,58.53588816405218,6649756.05,0
2025-05-29 00:00:00+05:30,1566.9528250893914,1586.5767391705513,1554.7248494526432,1563.5999755859375,8609500,0.0,0.0,INFY,1548.1276611328126,1536.1018798828125,60.72017470494042,6695021.9,0
2025-05-30 00:00:00+05:30,1571.0,1572.0,1555.0999755859375,1562.699951171875,13148092,22.0,0.0,INFY,1547.613623046875,1539.9372802734374,41.39962926066506,6982311.0,0
2025-06-02 00:00:00+05:30,1560.0,1560.0,1539.0,1553.800048828125,4374509,0.0,0.0,INFY,1549.17783203125,1543.2438659667969,51.800323768590665,6986911.8,0
2025-06-03 00:00:00+05:30,1559.0,1567.300048828125,1535.5999755859375,1543.0,6853403,0.0,0.0,INFY,1549.583154296875,1545.8674621582031,42.44641291736061,7116055.45,0
2025-06-04 00:00:00+05:30,1543.0,1557.300048828125,1541.4000244140625,1551.199951171875,4548307,0.0,0.0,INFY,1550.0294311523437,1549.0588317871093,38.31190030656528,7058880.85,0
2025-06-05 00:00:00+05:30,1547.9000244140625,1567.699951171875,1541.5999755859375,1554.300048828125,6948539,0.0,0.0,INFY,1552.8565795898437,1552.2523559570313,45.454843462910844,6985087.35,0
2025-06-06 00:00:00+05:30,1554.699951171875,1568.9000244140625,1543.0999755859375,1563.800048828125,3960020,0.0,0.0,INFY,1554.9277221679688,1556.1082458496094,59.956507231099415,6959155.7,-1
2025-06-09 00:00:00+05:30,1578.0,1588.0,1571.0,1572.9000244140625,2903202,0.0,0.0,INFY,1556.3606567382812,1554.5368957519531,62.384313781364284,6535672.95,0
2025-06-10 00:00:00+05:30,1584.0,1607.5,1577.5,1596.0,8591925,0.0,0.0,INFY,1561.129150390625,1556.9951049804688,66.16327122395343,6322958.7,0
2025-06-11 00:00:00+05:30,1590.0999755859375,1634.5999755859375,1590.0999755859375,1631.0999755859375,10597410,0.0,0.0,INFY,1569.2400024414062,1560.0348205566406,81.49951364395224,6609326.35,0
2025-06-12 00:00:00+05:30,1617.0,1628.0,1598.0999755859375,1608.5999755859375,10483574,0.0,0.0,INFY,1573.7400024414062,1560.9338317871093,69.01939047961969,6575946.7,0
2025-06-13 00:00:00+05:30,1576.0,1609.0,1570.199951171875,1602.0,6968315,0.0,0.0,INFY,1577.6700073242187,1562.6418151855469,63.29411061330185,6695524.9,0
2025-06-16 00:00:00+05:30,1600.0,1634.800048828125,1597.0999755859375,1623.800048828125,5591842,0.0,0.0,INFY,1584.6700073242187,1566.9239196777344,71.58133454134521,6532327.1,0
2025-06-17 00:00:00+05:30,1620.699951171875,1647.4000244140625,1615.5999755859375,1639.9000244140625,7622083,0.0,0.0,INFY,1594.360009765625,1571.97158203125,73.74657841199627,6556231.35,0
2025-06-18 00:00:00+05:30,1621.0,1644.699951171875,1621.0,1632.9000244140625,5629707,0.0,0.0,INFY,1602.5300170898438,1576.2797241210938,68.96553567300381,6629851.25,0
2025-06-19 00:00:00+05:30,1623.9000244140625,1630.0,1611.5,1618.4000244140625,5147760,0.0,0.0,INFY,1608.9400146484375,1580.8982971191406,64.18749211020037,6579289.75,0
2025-06-20 00:00:00+05:30,1619.0,1630.699951171875,1608.9000244140625,1622.9000244140625,9202821,0.0,0.0,INFY,1614.8500122070313,1584.8888671875,68.00416018625421,6787509.75,0
2025-06-23 00:00:00+05:30,1601.0,1601.0,1575.4000244140625,1584.0,7943676,0.0,0.0,INFY,1615.960009765625,1586.160333251953,59.31818181818181,7026188.45,0
